QuestionID,entailment_score,contradiction_score,obligation_coverage_score,composite_score
0050f26e-1640-4e1a-92b4-9eb1222e9b81,0.33421,0.0591,0.0625,0.44587
007dbc17-1b9a-4fb1-a274-8923eb777a0e,0.74467,0.50319,0.0,0.41383
0094bdbf-e00a-4e8b-b3de-7148844dfd2d,0.41295,0.00721,0.12,0.50858
017e3146-7e38-4a23-a456-457b1306dca2,0.39232,0.55724,0.3,0.37836
047ab632-44f5-44cb-954f-29092a375f47,0.62272,0.09633,0.13636363636363635,0.55425
05184585-328f-491a-9c66-cb306e684198,0.50112,0.20965,0.0625,0.45132
05bed25a-b5f2-4649-a3dd-95a1dd5a62cb,0.97946,0.02609,0.0,0.65112
05c61b5d-da36-44f2-bc61-3c9100c222e4,0.27167,0.21314,0.3125,0.45701
05cda38b-dcf5-4e75-aeac-14c6fd9ad47d,0.25058,0.02256,0.05555555555555555,0.42786
05cf4f68-af07-4f04-8721-91497a9370ad,0.22551,0.2671,0.34782608695652173,0.43541
066ed020-b7e5-4229-bd5f-e5ac1fca6369,0.46927,0.49474,0.10526315789473684,0.35993
076de581-8d8b-4076-945e-0754fe3a8711,0.37559,0.01799,0.08695652173913043,0.48152
07972be3-5c7b-4a7f-9c42-4ff4c0077a00,0.37286,0.09694,0.125,0.46697
0821ea59-02ed-4937-9e30-935180113383,0.98821,0.00791,0.058823529411764705,0.67971
0844ca37-54be-4a08-98e0-cb6725dace15,0.41701,0.14991,0.14285714285714285,0.46999
0a1dfcd5-855d-4a9e-9e4a-59e9b2180691,0.44621,0.05585,0.043478260869565216,0.47795
0acb1e99-e70e-4ea6-abfc-6dd783be972f,0.50494,0.5229,0.0,0.32735
0cf7c629-1ace-4220-ae69-1f9140e3040f,0.09815,0.0472,0.17647058823529413,0.40914
0ed65563-60b7-4c8d-97ac-45c531189895,0.51842,0.06121,0.0,0.48574
1030b65c-963e-4247-a83e-706dd41b92e2,0.651,0.28204,0.14285714285714285,0.50394
106679c9-2275-461d-861e-a95bf3a1a95d,0.41914,0.17629,0.13333333333333333,0.45873
10ac7e12-b81d-46f9-8c40-a3823cda2b87,0.67177,0.01751,0.1111111111111111,0.58846
10e8b5ac-6473-4301-84d4-dd09a7fbbada,0.50974,0.90467,0.0,0.20169
12b81d4c-1727-43cf-87a4-d7457918eaae,0.88695,0.01612,0.15384615384615385,0.67489
12d21aad-3da3-4a29-8bda-0ab8265af7a8,0.25473,0.13614,0.14285714285714285,0.42048
1353590c-3304-4038-986f-4d083fb2e2e9,0.36836,0.23781,0.043478260869565216,0.39134
13705b29-5bca-41b0-876d-f45f4f1520e1,0.92615,0.97194,0.0625,0.3389
13723c0f-8764-4741-90bf-341847084a51,0.44902,0.36138,0.11627906976744186,0.40131
137243b4-096f-4525-8c87-ecc1312085d9,0.9554,0.66744,0.058823529411764705,0.44893
1482d9e3-b7c1-4810-a118-e13f2c2b7d53,0.11252,0.5102,0.0625,0.22161
14e50df2-bf3e-442b-b85e-6343b505baec,0.05576,0.90335,0.14814814814814814,0.10019
1531bd8d-a59e-4ab7-b204-a4966d400b97,0.20838,0.63225,0.0,0.19204
163426b4-ce2f-4cd9-ba06-2641ad483aed,0.75438,0.59551,0.16666666666666666,0.44185
1642d721-7654-4fc8-b93d-b583fe070ea9,0.20867,0.01377,0.075,0.4233
167e6763-22ff-41d6-a6e9-728ffe31dcb6,0.57652,0.34524,0.012195121951219513,0.41449
17031098-e217-40e4-ac3b-85034d86f6fe,0.58763,0.85945,0.0,0.24273
176d3f66-58fe-4fe5-81ab-4a2cfc586f44,0.49856,0.22984,0.1875,0.48541
18214714-b29c-41aa-a098-d2ce5718580b,0.17987,0.0808,0.07407407407407407,0.39105
18e6214f-f9c1-4a30-86bc-b4e03e561034,0.98736,0.2365,0.0,0.58362
19da4f1e-eed6-4b67-9ca6-c7c2a7f4a126,0.09768,0.00956,0.0,0.36271
1a8146d6-bf5f-44e8-aca7-3831116d312a,0.92264,0.0097,0.058823529411764705,0.65725
1aa88316-16ea-4497-843b-620c56951d6b,0.69323,0.66582,0.35714285714285715,0.46152
1c7b5cde-dee8-4135-b3f0-e6e49cbaa5f5,0.68284,0.20065,0.29411764705882354,0.5921
1d42237c-43a0-453e-8d7b-867192c787aa,0.61974,0.09101,0.1,0.54291
1d6197bc-e841-4d71-8221-15f1e82f5d00,0.83964,0.60246,0.09090909090909091,0.4427
1eaf12d5-4602-4b6d-8234-9c04530a6277,0.70311,0.05934,0.125,0.58959
1f8d2a27-c427-4ae5-b595-604d7bc628ce,0.58933,0.28828,0.23529411764705882,0.51211
200532a1-f2db-4b6e-a58b-a25f0c06bda0,0.79224,0.06113,0.3125,0.6812
2099fd8a-e1d4-4a69-aeaa-c942dc266703,0.46594,0.02333,0.0,0.48087
21688063-6dbc-4b74-8e16-7b7b33376552,0.98239,0.77935,0.17647058823529413,0.45984
21f351d7-95ce-4270-8a24-e8568e7d2e1e,0.96771,0.02832,0.19047619047619047,0.70996
23db6332-6783-4bdf-adc9-f0684577f8af,0.56772,0.17638,0.20833333333333334,0.53322
25fab00f-fc70-4e20-af7c-989b8340ecd5,0.78903,0.6127,0.015037593984962405,0.39712
26ef58b3-43cf-4edf-b24c-3a4dd7ed3520,0.81978,0.38876,0.04285714285714286,0.49129
2ade1fca-075a-4fe6-aa3e-3fbb9b95bef7,0.5182,0.45843,0.15,0.40326
2ccc7524-979e-40ea-9f6c-dae62906fdee,0.55016,0.273,0.21428571428571427,0.49715
2d4705fe-2608-4f8c-abed-07e7ef1ad299,0.56913,0.03833,0.36363636363636365,0.63148
2d56d6c1-d066-4e1a-9144-8d0908ea04fa,0.53697,0.15316,0.125,0.50294
2de15b5b-5e2d-42a9-a6c8-b95abba1f11b,0.13911,0.50679,0.12,0.25077
2e514766-1279-49e7-b86d-39203b384801,0.33253,0.848,0.0,0.16151
2ee37de1-627c-4561-add5-5f1d5e60abf3,0.33937,0.33559,0.15384615384615385,0.38588
2f04d1c2-7069-42af-8938-f95419db7174,0.9956,0.01617,0.14285714285714285,0.70743
3009b78c-1195-4d22-a5a5-f43f2044d93c,0.74812,0.53154,0.0,0.40553
31488c4e-8315-4ccb-a433-bed265f4f997,0.81081,0.46546,0.14285714285714285,0.49607
315b546d-af20-43d1-9f22-d4f9f22fe342,0.87634,0.09145,0.0,0.59496
32265eb3-6b9b-42b1-a082-d31e9ccf5c05,0.97388,0.00436,0.1111111111111111,0.69354
342ea2ef-943c-4180-991b-33ff8b4e2ea1,0.3763,0.50173,0.047619047619047616,0.3074
34cea842-367e-4d9f-8635-256c932f9fa3,0.38126,0.56095,0.075,0.29844
373b317b-740a-4a6e-a35c-94306e53f4aa,0.84593,0.66028,0.0,0.39522
374a828e-e7c9-41d1-866b-3a70a28e27fa,0.49713,0.68037,0.3125,0.37642
37a89932-772a-44b7-8e57-e8bd6207fee8,0.43074,0.2839,0.4166666666666667,0.52117
38bf74b9-af9b-4d0f-be21-c4430aee6477,0.75196,0.12596,0.02702702702702703,0.55101
39260b57-2ef4-45e2-b042-707e526694aa,0.36344,0.08908,0.1875,0.48729
3954e338-1903-4436-8fd5-c0b6e87a952b,0.11454,0.07397,0.07692307692307693,0.3725
3a372668-3b9d-4908-a88d-449bf95e353d,0.24613,0.00669,0.20833333333333334,0.48259
3a4d9467-16ec-481a-9110-e00122210005,0.50114,0.68732,0.2727272727272727,0.36218
3bddbc9f-47d5-417d-8dbd-40dfdce0e797,0.64672,0.03261,0.045454545454545456,0.55319
3e9f3ca0-e88a-4bab-9835-bb840b340f2d,0.64846,0.0187,0.09090909090909091,0.57356
