QuestionID,entailment_score,contradiction_score,obligation_coverage_score,composite_score
010be7f5-8ec1-4d65-9626-d2912918abbf,0.00989,0.64294,0.0,0.12232
027ac86e-aa7e-4565-8750-2fe4ba83e370,0.02014,0.99571,0.0,0.00814
0322a129-a377-49b6-8cff-4009ee7a110e,0.37533,0.0129,0.2631578947368421,0.54186
0331cf30-555d-4bc3-8da1-25f29ddf2a6b,0.03632,0.9952,0.0,0.01371
04203236-609a-4b0d-801b-076cb1148734,0.50802,0.47638,0.0625,0.36471
0523dcb8-e703-48d1-84c2-98d315e4c0dc,0.00651,0.16135,0.06666666666666667,0.30394
058612c4-4b09-4bba-9e01-c36610d827c4,0.71485,0.27508,0.10526315789473684,0.51501
05af36dc-d73e-42ac-8c51-44dce8bdd8e0,0.58034,0.01226,0.043478260869565216,0.53719
063e5bb5-e06d-4177-99dd-292bab5f881c,0.11681,0.99681,0.0,0.04
066e11d7-2420-451e-bea9-b88b4ae6d790,0.02327,0.99741,0.0,0.00862
06bb0644-8f6c-43fb-bdb1-a77bde63af11,0.66067,0.81076,0.0,0.2833
07d4272f-7173-4cf9-b6f7-cae1b4c482df,0.65305,0.2754,0.125,0.50088
09a9de56-f712-4478-87c9-3110a569d028,0.97182,0.64922,0.08333333333333333,0.46864
0ad4aef8-f4bc-4082-a28d-104c04e267f1,0.18069,0.00558,0.05,0.40837
0b1304c0-ead3-4808-9587-6fe3d21683cc,0.36325,0.32217,0.023255813953488372,0.35478
0b30bdca-ee77-47dd-88ba-fc77466eb783,0.10713,0.99735,0.0,0.03659
0b3d0375-cac4-40e4-a734-0993b3ffb6cd,0.03114,0.99595,0.0,0.01173
0cdc1757-a9c9-434c-b1ca-17b15e736354,0.59871,0.77404,0.23076923076923078,0.35181
0ea7fcf5-cce4-427b-805f-137f441b045d,0.49685,0.51147,0.0,0.32846
0fe80232-f866-467b-83f5-ec47f3f33a3b,0.78817,0.50731,0.16666666666666666,0.48251
1201243d-9f51-42cd-872e-a350cf9d52ed,0.05892,0.43467,0.02531645569620253,0.21652
12cb5029-6fd0-4bdd-8ce4-e00f4b5f2e96,0.86233,0.27687,0.06666666666666667,0.55071
134b0050-73e7-43d1-a63f-3dbefc7da437,0.65722,0.18308,0.05,0.50805
1600509a-d5e1-456e-9e71-18e8b14ace7d,0.97605,0.97764,0.0,0.3328
168d016c-f958-4e6c-b5c2-6f28c81d4e7a,0.7279,0.0195,0.21428571428571427,0.6409
17b49545-84f9-46a8-a7f0-1150e8f86170,0.72432,0.02597,0.07407407407407407,0.59081
17dc6201-7ec3-4a39-92f2-6174141199d2,0.66084,0.13744,0.125,0.54947
18509a86-4ff8-457d-9d04-2ea36d92c4b2,0.49267,0.41418,0.20833333333333334,0.42894
18ad7ae1-0392-4860-ae50-891b4f1d3674,0.51694,0.96617,0.058823529411764705,0.2032
19b25aff-075e-487b-8d0f-32f969da18c3,0.02818,0.99501,0.0,0.01106
1ac35f2b-dc11-47c5-a445-5800b70253f6,0.97986,0.16336,0.11538461538461539,0.64396
1b810301-9ad9-41fd-b54d-19505d2a1af4,0.37128,0.35595,0.16666666666666666,0.394
1c5e6df5-a5b4-4c4f-bb1c-1785da803124,0.02006,0.99464,0.0,0.00847
1d4c46fd-623e-496d-b794-ab110dc2a15b,0.38746,0.57768,0.0625,0.29076
1da52f76-853c-47d7-904a-468f42a40ff5,0.99527,0.88478,0.0,0.37016
1f1cf043-510d-41f7-8b17-92b3b5e48ae7,0.64411,0.36415,0.0,0.42665
2295bb91-498a-4052-9d04-09d3642abe57,0.30587,0.01598,0.2916666666666667,0.52719
22de1d15-623f-4c1d-a571-0889153fe2a8,0.40877,0.02238,0.038461538461538464,0.47495
239394b9-5b11-460a-908d-3bfef7c1efbf,0.71609,0.56621,0.14285714285714285,0.43091
25d918a7-2a6b-4590-86e5-6c2fa40dce60,0.33891,0.23189,0.3333333333333333,0.48012
266b8e30-e0d2-42b5-91da-6a71d0fba019,0.99484,0.16443,0.0,0.61014
26a579af-77ae-4c1a-b728-f18efe0ab700,0.4714,0.15336,0.08,0.46601
270bd76f-dfd8-4107-8248-afd60b9b37a2,0.77849,0.05273,0.2222222222222222,0.64933
