QuestionID,entailment_score,contradiction_score,obligation_coverage_score,composite_score
0050f26e-1640-4e1a-92b4-9eb1222e9b81,0.81903,0.05151,0.0,0.58917
007dbc17-1b9a-4fb1-a274-8923eb777a0e,0.9027,0.52162,0.0,0.46036
0094bdbf-e00a-4e8b-b3de-7148844dfd2d,0.42271,0.00921,0.4,0.6045
017e3146-7e38-4a23-a456-457b1306dca2,0.07271,0.3954,0.3,0.32577
047ab632-44f5-44cb-954f-29092a375f47,0.65601,0.19845,0.2727272727272727,0.57676
05184585-328f-491a-9c66-cb306e684198,0.49959,0.32305,0.0625,0.41301
05bed25a-b5f2-4649-a3dd-95a1dd5a62cb,0.66701,0.50898,0.0,0.38601
05c61b5d-da36-44f2-bc61-3c9100c222e4,0.28497,0.2866,0.3125,0.43696
05cda38b-dcf5-4e75-aeac-14c6fd9ad47d,0.25944,0.26177,0.0,0.33256
05cf4f68-af07-4f04-8721-91497a9370ad,0.5889,0.02424,0.34782608695652173,0.6375
066ed020-b7e5-4229-bd5f-e5ac1fca6369,0.52562,0.45896,0.10526315789473684,0.39064
076de581-8d8b-4076-945e-0754fe3a8711,0.01553,0.01001,0.21739130434782608,0.40764
07972be3-5c7b-4a7f-9c42-4ff4c0077a00,0.58153,0.01928,0.0625,0.54158
0821ea59-02ed-4937-9e30-935180113383,0.82232,0.4122,0.11764705882352941,0.50926
0844ca37-54be-4a08-98e0-cb6725dace15,0.26848,0.56691,0.25,0.31719
0a1dfcd5-855d-4a9e-9e4a-59e9b2180691,0.34946,0.00884,0.08695652173913043,0.47586
0acb1e99-e70e-4ea6-abfc-6dd783be972f,0.9779,0.00515,0.0,0.65758
0cf7c629-1ace-4220-ae69-1f9140e3040f,0.74477,0.04799,0.058823529411764705,0.5852
0ed65563-60b7-4c8d-97ac-45c531189895,0.30774,0.024,0.043478260869565216,0.44241
1030b65c-963e-4247-a83e-706dd41b92e2,0.78306,0.09171,0.21428571428571427,0.63521
106679c9-2275-461d-861e-a95bf3a1a95d,0.27046,0.25303,0.16666666666666666,0.3947
10ac7e12-b81d-46f9-8c40-a3823cda2b87,0.65248,0.21212,0.3333333333333333,0.59123
10e8b5ac-6473-4301-84d4-dd09a7fbbada,0.5146,0.57223,0.07142857142857142,0.33793
12b81d4c-1727-43cf-87a4-d7457918eaae,0.83844,0.01373,0.15384615384615385,0.65952
12d21aad-3da3-4a29-8bda-0ab8265af7a8,0.2459,0.09329,0.14285714285714285,0.43182
1353590c-3304-4038-986f-4d083fb2e2e9,0.7277,0.25212,0.17391304347826086,0.54983
13705b29-5bca-41b0-876d-f45f4f1520e1,0.95259,0.92386,0.03125,0.35333
13723c0f-8764-4741-90bf-341847084a51,0.18287,0.3748,0.11627906976744186,0.30812
137243b4-096f-4525-8c87-ecc1312085d9,0.9792,0.06616,0.11764705882352941,0.6769
1482d9e3-b7c1-4810-a118-e13f2c2b7d53,0.25795,0.24793,0.1875,0.39917
14e50df2-bf3e-442b-b85e-6343b505baec,0.58495,0.10621,0.2222222222222222,0.56699
1531bd8d-a59e-4ab7-b204-a4966d400b97,0.39385,0.4767,0.10526315789473684,0.3408
163426b4-ce2f-4cd9-ba06-2641ad483aed,0.54566,0.6354,0.16666666666666666,0.35898
1642d721-7654-4fc8-b93d-b583fe070ea9,0.20816,0.00821,0.05,0.41665
167e6763-22ff-41d6-a6e9-728ffe31dcb6,0.00729,0.8441,0.012195121951219513,0.05846
17031098-e217-40e4-ac3b-85034d86f6fe,0.77865,0.58935,0.0,0.39643
176d3f66-58fe-4fe5-81ab-4a2cfc586f44,0.54585,0.2414,0.125,0.47648
18214714-b29c-41aa-a098-d2ce5718580b,0.27793,0.01459,0.07407407407407407,0.4458
18e6214f-f9c1-4a30-86bc-b4e03e561034,0.4896,0.02728,0.0,0.48744
19da4f1e-eed6-4b67-9ca6-c7c2a7f4a126,0.48116,0.01201,0.0,0.48972
1a8146d6-bf5f-44e8-aca7-3831116d312a,0.46861,0.02309,0.058823529411764705,0.50145
1aa88316-16ea-4497-843b-620c56951d6b,0.9819,0.73349,0.14285714285714285,0.46376
1c7b5cde-dee8-4135-b3f0-e6e49cbaa5f5,0.68788,0.39777,0.17647058823529413,0.48886
1d42237c-43a0-453e-8d7b-867192c787aa,0.3405,0.34254,0.1,0.36599
1d6197bc-e841-4d71-8221-15f1e82f5d00,0.8727,0.3513,0.045454545454545456,0.52228
